"Dim1","Dim2","Dim3","Dim4","Dim5"
1.423876412635,0.1197721466529,-0.409328638688222,-0.126466228235128,1.0246618694136
-1.67515555956173,2.79133656221484,-0.0972439522700326,-0.430154321269049,0.218452574876347
-0.0891999048957674,0.55615935543725,2.31993388449517,-2.00735645598229,2.09460074093379
-1.00256374958849,1.57609061553887,-1.58453303437944,0.012993345612049,0.733887213321837
0.647019049926232,-2.06734806588551,0.822599317251728,-0.052616152264639,-0.895241111967259
-0.558936937904245,-0.699363332506528,-0.685085238413979,1.15080870314117,-2.22437475035797
-0.00468556970843633,-1.07589986642358,-0.614498468221915,0.0898702794731461,-0.606875678029702
0.0728440638753595,0.909776570363637,-0.0604751166213139,-0.340726801555903,0.0369759768926951
-1.3852839912823,-0.852544318935611,-1.02888433562559,0.492723421205523,0.77749409317924
0.00939799663540828,0.128515969571505,-0.295495632514832,-2.80745598945821,-0.07446072104815
-0.0180382723929168,0.934834909322577,0.191984319556994,-1.23846954992552,0.514966776051494
-0.67187835143015,-1.76511838492796,-0.323323101848723,1.5968834014145,0.0210415425154845
-0.244711630929701,0.882544670929833,2.21532984105422,0.356567147298661,-1.45650393302344
0.552448782974548,0.61384972496109,-1.34866069163417,-0.135608509304158,0.910834787815318
-1.69284824121621,-1.84254893492852,0.831944819483817,0.26083285367493,0.0793693761277583
1.09813358100329,-0.880921915380484,-1.06335543424896,-0.111901533996595,-2.03503986389704
-0.479199231403933,-0.710550448488201,1.89979358322687,2.12250889786547,-1.17252338771526
-0.32942826964928,-0.396315562105718,-1.84045894382113,0.607717788148837,0.39214024865929
0.125300945796019,1.18184188481349,-0.389099691040347,-1.91982443746022,0.597270659684168
-1.37018433880754,1.65682408588468,0.775388983857252,-0.407057456589826,-0.460236387705078
-0.766406312218348,-1.15490598641892,0.039534480470958,-0.715640861819796,-1.11812403021519
1.2355443867144,1.17656075769345,-1.06788566539519,0.793319448718486,-0.779505717786238
-0.87986329076989,0.478461194271481,0.0230480799191969,1.02893058681321,0.0464463142234205
0.319296558420712,-0.329386681836454,2.03188878141079,-0.897980000705166,-0.376706453663921
-1.98199722449581,1.49702011115206,-0.116816487171685,-1.43972206768127,-0.55917885563447
0.225674807858645,0.702138608588951,-0.513847735522447,-0.779554593267137,-0.742054764966609
0.146959701804343,-0.241566711352327,0.336362031952174,0.12547852911026,-0.999195154554012
1.54704143737555,0.0298718079543824,0.735178158106157,1.94510008367997,0.92005330744352
