"Average_Salary","Years_Experience","AI_Exposure_Index","Tech_Growth_Factor","Automation_Probability_2030","Skill_1","Skill_2","Skill_3","Skill_4","Skill_5","Skill_6","Skill_7","Skill_8","Skill_9","Skill_10","Job_Title","Education_Level","Risk_Category"
-1.25916456391079,1.52433139070266,-1.13126153551327,0.989529991127985,1.40590159654971,-0.163165142312618,-1.3788734312097,-0.136337090896984,-0.604978058382548,-1.22550167947188,0.525059609193862,-1.52462936211686,0.749250014977712,1.53442526801225,-1.72317126298256,"Security Guard","Master's","High"
1.27087980200817,0.608977389229849,0.418009852023707,0.398572117344044,-1.82145001056208,-1.65680006697397,0.0790274862395087,-0.344414726656329,-1.5803745440665,1.67844782794143,-0.94321485390762,-1.42047852674136,0.404222608507248,-0.424862145729926,1.69785104346274,"Research Scientist","PhD","Low"
1.64249812761443,-1.45056911408398,1.26306697249842,0.641907712431549,1.24453401619412,-1.69153576289633,1.53692840368872,0.210458968701924,-0.395964525735986,-1.64534980102561,-0.94321485390762,-0.899724349863845,0.611239052389526,0.379845184914183,1.17422518023132,"Construction Worker","High School","High"
1.36262136050283,-0.191957362058861,-0.391836555097893,-1.09620368105063,0.397354219327277,-0.232636534157332,-0.997042238544432,0.245138574661815,-1.65004572161536,1.22361236292489,-0.174118706568749,-0.344253227861162,1.47380756856569,0.799692487858936,-0.571194363873425,"Software Engineer","PhD","Medium"
-0.548290289238126,0.837815889598052,0.0659027184925768,1.61525009278157,0.558721799682866,0.878905735358092,0.148451339451376,0.314497786581596,1.62449962318078,0.418903463280236,-0.768420274966968,-0.691422679112839,-1.14840072060984,-1.68440405456418,-0.257018845934571,"Financial Analyst","High School","Medium"
0.0930337708529119,-0.420795862427064,-0.743943688629024,-1.68716155483457,-1.61974053511759,0.739962951668664,1.01624950459972,0.383856998501378,1.48515726808307,0.55885283713148,1.43399141968526,1.21800930277138,-0.182323982492542,-1.40450585260102,-0.431560800345046,"AI Engineer","Master's","Low"
0.520130456241767,0.952235139782153,0.594063418789273,0.329047661604757,-0.369141787361774,0.218927512833309,-0.406939486243561,1.63232281305745,1.20647255788765,0.803764241371157,-0.90825593811949,-0.830290459613509,-1.59693634902145,0.729717937368144,-1.33917896327951,"Mechanic","PhD","Medium"
-1.03886924360738,-0.306376612242962,-1.06084010880704,1.40667672556371,-1.33734726949531,0.218927512833309,0.703842165146313,-1.24608448161349,0.335582838526979,0.173992059040559,-1.04809160127201,1.53046180889789,0.335217127213154,0.659743386877352,1.3487671346418,"Teacher","High School","Low"
1.44049332905185,-0.306376612242962,-0.708732975275911,-1.33953927613814,-0.0867485217394923,-0.962086148526829,-0.268091779819827,1.32020635941843,-0.639813647156975,-1.2954763663975,-0.488748948661924,1.42631097352239,-0.803373314139379,0.519794285895768,-1.72317126298256,"HR Specialist","Master's","Medium"
-0.125874590455928,-1.45056911408398,-1.72984366251619,0.0509498386476076,1.20419212110522,-0.962086148526829,-1.30944957799783,-0.552492362415673,1.51999285685749,-0.595729497141283,0.0705937039481649,0.697255125893867,-0.492848648315961,1.63938709374844,1.62803426169855,"Customer Support","High School","High"
